store_id,store_name,score,area,genre,review_count,daytime_price,daytime_price_low,daytime_price_high,nighttime_price,nighttime_price_low,nighttime_price_high,photo_count,like_count,bookmark_count
76,てけてけ 小田急町田南口店,3.02,東京都内,sweets,30,-,,,"￥2,000～￥2,999",2000,2999,89,73,5
77,宗胡,3.44,東京都内,sweets,209,"￥2,000～￥2,999",2000.0,2999.0,"￥15,000～￥19,999",15000,19999,129,41,30
78,エル フォー ユー,3.47,東京都内,sweets,246,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,118,7,55
79,レストラン マルタ,3.48,東京都内,sweets,280,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,133,23,17
80,ベトナム料理 ラセン,3.21,東京都内,sweets,57,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,82,5,16
81,函館海鮮うにくら 日比谷店,3.4,東京都内,sweets,156,～￥999,1.0,999.0,"￥6,000～￥7,999",6000,7999,233,23,28
82,博多おでん自然薯 ちかっぱ堂,3.45,東京都内,sweets,144,"￥1,000～￥1,999",1000.0,1999.0,"￥6,000～￥7,999",6000,7999,246,7,16
83,大衆ホルモン・やきにく 煙力 三鷹店,3.04,東京都内,sweets,33,-,,,"￥3,000～￥3,999",3000,3999,134,2,6
84,金市朗 市ヶ谷店,3.34,東京都内,sweets,131,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,116,28,12
85,都夏 府中,3.23,東京都内,sweets,33,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,190,16,13
86,ひがこDINING彩り,3.1,東京都内,sweets,16,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,96,38,18
87,すき焼きおでん 亶,3.05,東京都内,sweets,5,-,,,"￥5,000～￥5,999",5000,5999,34,12,2
88,話食よし,3.3,東京都内,sweets,56,～￥999,1.0,999.0,"￥5,000～￥5,999",5000,5999,109,11,19
89,銀座 牛乃季,3.48,東京都内,sweets,81,"￥3,000～￥3,999",3000.0,3999.0,"￥6,000～￥7,999",6000,7999,332,30,28
90,三九厨房 赤坂2号店,3.25,東京都内,sweets,138,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,98,0,7
91,炭火BAR 集 新橋本店,3.37,東京都内,sweets,168,-,,,"￥4,000～￥4,999",4000,4999,127,8,35
92,uogin 新橋店,3.01,東京都内,sweets,13,"￥3,000～￥3,999",3000.0,3999.0,"￥4,000～￥4,999",4000,4999,33,9,0
93,伊達のくら 人形町店,3.26,東京都内,sweets,134,～￥999,1.0,999.0,"￥4,000～￥4,999",4000,4999,83,6,7
94,ニンニクバル にょんにょご,3.51,東京都内,sweets,211,-,,,"￥5,000～￥5,999",5000,5999,214,2,3
95,食堂 さんた,3.12,東京都内,sweets,24,-,,,"￥6,000～￥7,999",6000,7999,198,9,7
96,明石ニューワールド,3.47,東京都内,sweets,246,-,,,"￥2,000～￥2,999",2000,2999,162,96,125
97,居酒屋 黒電話,3.29,東京都内,sweets,125,-,,,"￥5,000～￥5,999",5000,5999,179,10,28
98,ホルモン焼肉 モリちゃん 御茶ノ水店,3.43,東京都内,sweets,174,～￥999,1.0,999.0,"￥4,000～￥4,999",4000,4999,90,96,34
99,バル30,3.06,東京都内,sweets,41,-,,,"￥3,000～￥3,999",3000,3999,97,37,9
100,翠園,3.08,東京都内,sweets,25,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,112,21,4
101,大崎キッチン,3.4,東京都内,sweets,142,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,137,58,33
102,海底撈火鍋 新宿店,3.49,東京都内,sweets,1407,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,108,0,15
103,博多NIKONNE,3.27,東京都内,sweets,62,"￥1,000～￥1,999",1000.0,1999.0,"￥2,000～￥2,999",2000,2999,138,1,6
104,炭焼てんがらもん 原町田店,3.18,東京都内,sweets,47,-,,,"￥3,000～￥3,999",3000,3999,170,20,7
105,西麻布 鶴長,3.08,東京都内,sweets,7,"￥3,000～￥3,999",3000.0,3999.0,"￥15,000～￥19,999",15000,19999,63,0,2
106,七輪焼肉 安安 五反田西口店,3.03,東京都内,sweets,39,-,,,"￥2,000～￥2,999",2000,2999,100,12,3
107,串焼き。ビストロガブリ 新宿西口ハルク店,3.45,東京都内,sweets,243,"￥2,000～￥2,999",2000.0,2999.0,"￥2,000～￥2,999",2000,2999,99,7,4
108,天空ビアガーデン WBcafe tokyo,3.13,東京都内,sweets,15,"￥5,000～￥5,999",5000.0,5999.0,"￥5,000～￥5,999",5000,5999,50,69,11
109,韓国料理 豚とんびょうし,3.43,東京都内,sweets,223,-,,,"￥5,000～￥5,999",5000,5999,108,1,13
110,Aimar 中野店,3.08,東京都内,sweets,3,-,,,"￥6,000～￥7,999",6000,7999,26,1,3
111,香港式飲茶・新中国料理チャイナムーン 新宿店,3.43,東京都内,sweets,164,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,93,1,4
112,とん豚テジ 六本木店,3.39,東京都内,sweets,282,～￥999,1.0,999.0,"￥4,000～￥4,999",4000,4999,116,28,54
113,奈る実,3.36,東京都内,sweets,72,-,,,"￥10,000～￥14,999",10000,14999,198,9,8
114,のぶちゃん 大塚店,3.08,東京都内,sweets,21,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,81,9,2
115,東京焼肉 平城苑 浅草総本店,3.28,東京都内,sweets,238,"￥1,000～￥1,999",1000.0,1999.0,"￥6,000～￥7,999",6000,7999,136,12,7
116,ristorante NEL CUORE,3.31,東京都内,sweets,39,"￥1,000～￥1,999",1000.0,1999.0,"￥10,000～￥14,999",10000,14999,288,7,62
117,ラ オリーバ,3.4,東京都内,sweets,214,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,92,0,3
118,やきとりあそび邸 中野店,3.18,東京都内,sweets,61,-,,,"￥5,000～￥5,999",5000,5999,150,18,8
119,洋食グリル 白金然荘,3.24,東京都内,sweets,45,-,,,"￥10,000～￥14,999",10000,14999,297,12,13
120,タイ酒場 JAM,3.4,東京都内,sweets,108,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,115,11,29
121,びいどろ 銀座店,3.51,東京都内,sweets,434,"￥3,000～￥3,999",3000.0,3999.0,"￥6,000～￥7,999",6000,7999,173,8,17
122,新宿 今井屋本店,3.49,東京都内,sweets,991,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,166,6,9
123,ESOLA 上野駅前店,3.09,東京都内,sweets,162,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,75,0,3
124,満一楼,3.02,東京都内,sweets,12,～￥999,1.0,999.0,"￥4,000～￥4,999",4000,4999,84,39,31
125,焼鳥 宮屋,3.4,東京都内,sweets,112,-,,,"￥6,000～￥7,999",6000,7999,219,12,22
126,焼肉一式 道盛,3.23,東京都内,sweets,41,～￥999,1.0,999.0,"￥5,000～￥5,999",5000,5999,227,24,6
127,あぶり清水 新宿西口ハルク店,3.16,東京都内,sweets,61,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,119,20,13
128,田町にセンバネ,3.4,東京都内,sweets,211,-,,,"￥5,000～￥5,999",5000,5999,264,8,15
129,カコスキッチン,3.07,東京都内,sweets,18,-,,,"￥3,000～￥3,999",3000,3999,73,44,2
130,えびすジンギスカン 海月別邸 御羊邸,3.31,東京都内,sweets,91,-,,,"￥4,000～￥4,999",4000,4999,141,13,17
131,卓上レモンサワー＆ハイボール 焼鳥食べ放題 乾杯500酒場 神田店,3.27,東京都内,sweets,90,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,163,24,12
132,山芋の多い料理店 麻布十番,3.53,東京都内,sweets,370,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,141,2,7
133,餃子市場 東大前店,3.13,東京都内,sweets,54,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,118,21,11
134,O'denbar うまみ 新橋,3.08,東京都内,sweets,12,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,96,7,40
135,元祖やきとり串八珍 市ヶ谷駅前店,3.02,東京都内,sweets,15,-,,,"￥3,000～￥3,999",3000,3999,48,17,2
136,浅草橋ヤング酒場,3.16,東京都内,sweets,16,-,,,"￥2,000～￥2,999",2000,2999,120,11,13
137,串焼 くるり 都立大学店,3.33,東京都内,sweets,55,-,,,"￥4,000～￥4,999",4000,4999,114,2,8
138,三と十,3.48,東京都内,sweets,163,-,,,"￥10,000～￥14,999",10000,14999,274,0,12
139,西麻布 焼肉 X,3.88,東京都内,sweets,509,-,,,"￥40,000～￥49,999",40000,49999,571,3,5
140,CAFE & BAL CoCo,3.06,東京都内,sweets,31,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,146,66,35
141,しゃぶ仙,3.08,東京都内,sweets,4,-,,,"￥8,000～￥9,999",8000,9999,25,0,3
142,鳥道酒場 上野本店,3.18,東京都内,sweets,266,"￥1,000～￥1,999",1000.0,1999.0,"￥2,000～￥2,999",2000,2999,348,18,23
143,アジアンビストロ ローカル,3.06,東京都内,sweets,42,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,145,11,30
144,金門閣,3.29,東京都内,sweets,70,～￥999,1.0,999.0,"￥4,000～￥4,999",4000,4999,94,9,14
145,シーシートーキョー,3.31,東京都内,sweets,55,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,164,4,23
146,日本酒と牡蠣...時々おでんBACHIYA 国分寺店,3.2,東京都内,sweets,54,"￥4,000～￥4,999",4000.0,4999.0,"￥4,000～￥4,999",4000,4999,132,10,30
147,Bistro d'ami,3.37,東京都内,sweets,105,-,,,"￥6,000～￥7,999",6000,7999,132,2,6
148,個室会席 北大路 京橋茶寮 東京駅店,3.27,東京都内,sweets,165,"￥3,000～￥3,999",3000.0,3999.0,"￥10,000～￥14,999",10000,14999,179,10,27
149,魚撃,3.11,東京都内,sweets,56,-,,,"￥3,000～￥3,999",3000,3999,45,13,5
150,大衆ホルモン肉力屋 麻布十番店,3.26,東京都内,sweets,47,-,,,"￥2,000～￥2,999",2000,2999,114,1,4
151,全席個室 鮮や一夜 品川駅前店,3.02,東京都内,sweets,21,-,,,"￥3,000～￥3,999",3000,3999,49,110,0
152,ブラッスリー セント・ベルナルデュス 神田,3.43,東京都内,sweets,309,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,111,8,34
153,ワイン食堂 ゴッチス,3.45,東京都内,sweets,245,-,,,"￥5,000～￥5,999",5000,5999,123,4,13
154,御曹司 松六家,3.52,東京都内,sweets,247,"￥4,000～￥4,999",4000.0,4999.0,"￥15,000～￥19,999",15000,19999,109,7,9
155,ワインビストロ 柴田屋酒店本店2F,3.34,東京都内,sweets,52,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,138,7,18
156,和牛焼肉 びやんど 芝浦,3.22,東京都内,sweets,54,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,211,8,13
157,慈雨,3.08,東京都内,sweets,13,-,,,"￥4,000～￥4,999",4000,4999,92,43,7
158,ダイナミックキッチン＆バー 響  新宿サザンタワー店,3.36,東京都内,sweets,407,"￥1,000～￥1,999",1000.0,1999.0,"￥6,000～￥7,999",6000,7999,84,2,6
159,ザ バー カサブランカ ギンザ,3.14,東京都内,sweets,36,-,,,"￥5,000～￥5,999",5000,5999,103,44,74
160,Wine House Minami Aoyama,3.54,東京都内,sweets,200,-,,,"￥8,000～￥9,999",8000,9999,198,1,25
161,すし土風炉 六本木店,3.16,東京都内,sweets,46,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,169,5,24
162,浅草 ASA虎,3.65,東京都内,sweets,413,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,309,58,56
163,大衆酒場 やるきホルモン 笹塚店,3.12,東京都内,sweets,19,-,,,"￥2,000～￥2,999",2000,2999,128,6,10
164,マルゴ 四谷,3.45,東京都内,sweets,232,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,124,18,10
165,焼売のジョー 町田2号店,3.04,東京都内,sweets,21,-,,,"￥2,000～￥2,999",2000,2999,81,38,15
166,大衆居酒屋 とりいちず 水道橋店,3.02,東京都内,sweets,64,"￥1,000～￥1,999",1000.0,1999.0,"￥2,000～￥2,999",2000,2999,73,13,6
167,若どり屋 神田淡路町店,3.31,東京都内,sweets,60,-,,,"￥2,000～￥2,999",2000,2999,154,1,6
168,魚吉 東京店,3.16,東京都内,sweets,72,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,310,13,23
169,炉端とおでん 呼炉凪来 池袋店,3.07,東京都内,sweets,159,-,,,"￥3,000～￥3,999",3000,3999,65,0,5
170,兜 中目黒 別邸,3.31,東京都内,sweets,115,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,89,0,1
171,ヤキニクカン 東中野店,3.24,東京都内,sweets,58,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,135,8,11
172,炭火焼き一番酒場,3.02,東京都内,sweets,9,-,,,"￥2,000～￥2,999",2000,2999,65,4,6
173,個室居酒屋 茨城の恵み 水戸屋 品川店,3.12,東京都内,sweets,72,"￥3,000～￥3,999",3000.0,3999.0,"￥3,000～￥3,999",3000,3999,245,12,39
174,Dining Bar GINZA 1986,3.16,東京都内,sweets,27,-,,,"￥6,000～￥7,999",6000,7999,59,19,2
175,熟成和牛焼肉エイジング・ビーフ ワテラス神田秋葉原店,3.44,東京都内,sweets,459,"￥1,000～￥1,999",1000.0,1999.0,"￥6,000～￥7,999",6000,7999,191,0,8
176,Franky Hotel,3.41,東京都内,sweets,218,"￥1,000～￥1,999",1000.0,1999.0,"￥5,000～￥5,999",5000,5999,110,34,56
177,カンティーナ ヴィニエトゥッティ,3.36,東京都内,sweets,63,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,161,36,46
178,俺の焼肉 蒲田,3.46,東京都内,sweets,367,"￥3,000～￥3,999",3000.0,3999.0,"￥5,000～￥5,999",5000,5999,134,3,7
179,ワイン食堂ジョイーレ,3.46,東京都内,sweets,311,"￥1,000～￥1,999",1000.0,1999.0,"￥4,000～￥4,999",4000,4999,120,2,7
180,中華料理 蜀香園 西新宿,3.14,東京都内,sweets,47,～￥999,1.0,999.0,"￥2,000～￥2,999",2000,2999,135,41,17
181,華龍飯店 神保町,3.24,東京都内,sweets,50,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,184,147,18
182,銀座 海味,3.48,東京都内,sweets,74,"￥15,000～￥19,999",15000.0,19999.0,"￥20,000～￥29,999",20000,29999,652,47,70
183,LA TAVOLA DI ADORO,3.4,東京都内,sweets,102,"￥2,000～￥2,999",2000.0,2999.0,"￥6,000～￥7,999",6000,7999,241,9,38
184,魚河岸素材厨房 魚HIDE,3.33,東京都内,sweets,103,-,,,"￥4,000～￥4,999",4000,4999,170,2,2
185,肉バル KACCHAN,3.43,東京都内,sweets,328,-,,,"￥4,000～￥4,999",4000,4999,147,2,17
186,Pizza & Craft Beer Gufo,3.36,東京都内,sweets,52,"￥2,000～￥2,999",2000.0,2999.0,"￥4,000～￥4,999",4000,4999,113,6,10
187,完全個室和ダイニング 雫 六本木店,3.06,東京都内,sweets,50,-,,,"￥3,000～￥3,999",3000,3999,209,37,13
188,九州 熱中屋 恵比寿 LIVE,3.04,東京都内,sweets,80,-,,,"￥3,000～￥3,999",3000,3999,62,11,8
189,酔天宮,3.09,東京都内,sweets,23,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,42,72,1
190,全席個室居酒屋 匠 赤坂見附店,3.06,東京都内,sweets,79,-,,,"￥2,000～￥2,999",2000,2999,196,63,71
191,元氣七輪焼肉 牛繁 鷺宮店,3.01,東京都内,sweets,13,"￥1,000～￥1,999",1000.0,1999.0,"￥3,000～￥3,999",3000,3999,37,6,0
192,伊豆の旬 やんも 丸の内店,3.59,東京都内,sweets,463,"￥1,000～￥1,999",1000.0,1999.0,"￥10,000～￥14,999",10000,14999,139,7,15
193,美味閣,3.05,東京都内,sweets,48,～￥999,1.0,999.0,"￥3,000～￥3,999",3000,3999,100,33,13
194,サカナヤ オアジ 新橋店,3.37,東京都内,sweets,137,-,,,"￥2,000～￥2,999",2000,2999,121,6,14
195,八丁堀肉酒場 てっつい,3.12,東京都内,sweets,17,-,,,"￥4,000～￥4,999",4000,4999,57,39,1
196,中国料理 礼華 四君子草,3.71,東京都内,sweets,360,"￥2,000～￥2,999",2000.0,2999.0,"￥10,000～￥14,999",10000,14999,343,9,15
197,レモンサワーと串揚げ 十村 水道橋店,3.02,東京都内,sweets,10,"￥1,000～￥1,999",1000.0,1999.0,"￥2,000～￥2,999",2000,2999,111,18,7
